Freq(Hz),SPL_L(dB),Phase_L(degrees),SPL_R(dB),Phase_R(degrees)
2656.996,72.982,5.076,62.895,3.231
2657.332,72.982,5.081,62.894,3.236
2657.668,72.983,5.085,62.894,3.244
2658.005,72.984,5.085,62.894,3.251
2658.341,72.985,5.081,62.895,3.253
2658.678,72.986,5.074,62.895,3.251
2659.014,72.985,5.068,62.895,3.246
2659.351,72.984,5.066,62.894,3.243
2659.687,72.984,5.069,62.894,3.244
2660.023,72.984,5.073,62.893,3.247
2660.360,72.985,5.074,62.893,3.251
2660.696,72.985,5.070,62.893,3.254
2661.033,72.986,5.064,62.893,3.256
2661.369,72.985,5.057,62.893,3.258
2661.706,72.984,5.056,62.893,3.262
2662.042,72.983,5.060,62.894,3.266
2662.379,72.982,5.069,62.895,3.268
2662.715,72.983,5.079,62.896,3.266
2663.052,72.983,5.087,62.896,3.259
2663.388,72.985,5.090,62.896,3.252
2663.725,72.986,5.091,62.894,3.249
2664.061,72.986,5.089,62.893,3.256
2664.397,72.987,5.087,62.892,3.269
2664.734,72.987,5.085,62.893,3.283
2665.070,72.986,5.083,62.895,3.291
2665.407,72.985,5.083,62.898,3.287
2665.743,72.984,5.088,62.899,3.274
2666.080,72.983,5.098,62.899,3.259
2666.416,72.983,5.111,62.897,3.249
2666.752,72.984,5.124,62.894,3.249
2667.089,72.986,5.129,62.892,3.258
2667.426,72.988,5.126,62.892,3.271
2667.762,72.988,5.116,62.892,3.282
2668.099,72.987,5.106,62.893,3.289
2668.435,72.985,5.105,62.893,3.293
2668.771,72.984,5.115,62.893,3.297
2669.108,72.983,5.130,62.894,3.302
2669.444,72.985,5.141,62.895,3.307
2669.781,72.987,5.140,62.896,3.307
2670.117,72.989,5.128,62.897,3.301
2670.454,72.988,5.111,62.897,3.291
2670.790,72.986,5.101,62.896,3.282
2671.126,72.983,5.103,62.894,3.280
2671.463,72.982,5.116,62.892,3.288
2671.799,72.982,5.132,62.890,3.302
2672.136,72.984,5.140,62.890,3.317
2672.472,72.985,5.138,62.891,3.325
2672.809,72.986,5.129,62.892,3.327
2673.146,72.986,5.120,62.893,3.324
2673.482,72.985,5.117,62.892,3.322
2673.818,72.985,5.118,62.891,3.325
2674.155,72.985,5.120,62.890,3.334
2674.491,72.986,5.115,62.890,3.344
2674.828,72.986,5.107,62.891,3.351
2675.164,72.984,5.100,62.893,3.351
2675.500,72.981,5.104,62.894,3.344
2675.837,72.980,5.120,62.894,3.334
2676.173,72.980,5.144,62.893,3.325
2676.510,72.982,5.164,62.892,3.320
2676.846,72.986,5.170,62.891,3.320
2677.183,72.990,5.160,62.891,3.323
2677.519,72.991,5.140,62.891,3.326
2677.855,72.990,5.123,62.891,3.328
2678.192,72.988,5.115,62.892,3.327
2678.529,72.987,5.119,62.892,3.325
2678.865,72.986,5.128,62.892,3.322
2679.202,72.986,5.135,62.892,3.320
2679.538,72.987,5.137,62.892,3.321
2679.875,72.987,5.135,62.892,3.324
2680.211,72.986,5.133,62.892,3.329
2680.547,72.985,5.137,62.893,3.333
2680.884,72.985,5.145,62.893,3.336
2681.220,72.985,5.155,62.894,3.339
2681.557,72.985,5.163,62.894,3.343
2681.893,72.986,5.166,62.894,3.348
2682.229,72.987,5.165,62.894,3.355
2682.566,72.987,5.163,62.895,3.362
2682.902,72.987,5.159,62.896,3.366
2683.239,72.987,5.157,62.897,3.367
2683.576,72.986,5.156,62.897,3.367
2683.912,72.985,5.158,62.897,3.370
2684.249,72.984,5.161,62.896,3.377
2684.585,72.984,5.166,62.896,3.388
2684.921,72.984,5.172,62.897,3.397
2685.258,72.984,5.175,62.899,3.401
2685.594,72.984,5.175,62.901,3.395
2685.931,72.985,5.173,62.902,3.383
2686.267,72.984,5.170,62.901,3.370
2686.604,72.983,5.170,62.900,3.362
2686.940,72.983,5.174,62.898,3.361
2687.276,72.983,5.180,62.896,3.366
2687.613,72.983,5.184,62.896,3.372
2687.949,72.984,5.183,62.896,3.373
2688.286,72.984,5.180,62.896,3.369
2688.622,72.983,5.175,62.895,3.363
2688.959,72.982,5.176,62.893,3.361
2689.295,72.981,5.183,62.891,3.367
2689.632,72.981,5.195,62.890,3.380
2689.968,72.981,5.208,62.890,3.394
2690.305,72.983,5.216,62.891,3.406
2690.641,72.985,5.216,62.892,3.411
2690.978,72.986,5.210,62.893,3.412
2691.314,72.985,5.201,62.893,3.411
2691.650,72.984,5.196,62.893,3.413
2691.987,72.982,5.199,62.893,3.418
2692.323,72.981,5.209,62.894,3.423
2692.660,72.980,5.223,62.895,3.425
2692.996,72.981,5.234,62.895,3.423
2693.333,72.982,5.240,62.895,3.420
2693.669,72.983,5.241,62.894,3.418
2694.005,72.983,5.241,62.893,3.421
2694.342,72.983,5.242,62.892,3.427
2694.679,72.982,5.246,62.892,3.435
2695.015,72.983,5.251,62.892,3.440
2695.352,72.984,5.255,62.893,3.442
2695.688,72.985,5.254,62.893,3.442
2696.024,72.985,5.249,62.893,3.441
2696.361,72.986,5.242,62.892,3.442
2696.697,72.985,5.236,62.892,3.445
2697.034,72.984,5.234,62.892,3.449
2697.370,72.984,5.235,62.892,3.453
2697.707,72.983,5.238,62.893,3.455
2698.043,72.984,5.241,62.893,3.454
2698.379,72.984,5.244,62.894,3.451
2698.716,72.984,5.247,62.894,3.445
2699.052,72.985,5.250,62.893,3.440
2699.389,72.986,5.251,62.893,3.436
2699.726,72.987,5.247,62.891,3.436
2700.062,72.988,5.240,62.890,3.439
2700.398,72.987,5.231,62.890,3.445
2700.735,72.986,5.226,62.889,3.452
2701.071,72.983,5.230,62.889,3.460
2701.408,72.982,5.243,62.889,3.467
2701.744,72.982,5.260,62.889,3.473
2702.081,72.983,5.274,62.890,3.479
2702.417,72.984,5.281,62.890,3.484
2702.753,72.985,5.281,62.891,3.486
2703.090,72.986,5.276,62.891,3.486
2703.426,72.985,5.274,62.892,3.486
2703.763,72.984,5.277,62.892,3.485
2704.099,72.983,5.284,62.891,3.484
2704.436,72.983,5.291,62.891,3.485
2704.772,72.984,5.294,62.891,3.487
2705.109,72.985,5.293,62.891,3.488
2705.445,72.985,5.288,62.891,3.489
2705.782,72.984,5.283,62.891,3.490
2706.118,72.984,5.281,62.892,3.488
2706.455,72.983,5.281,62.892,3.485
2706.791,72.983,5.281,62.893,3.479
2707.127,72.983,5.280,62.892,3.472
2707.464,72.983,5.278,62.892,3.466
2707.800,72.983,5.275,62.891,3.463
2708.137,72.983,5.271,62.889,3.464
2708.473,72.983,5.268,62.888,3.469
2708.810,72.982,5.265,62.888,3.477
2709.146,72.982,5.264,62.888,3.485
2709.482,72.981,5.268,62.888,3.493
2709.819,72.980,5.277,62.889,3.499
2710.155,72.981,5.290,62.889,3.505
2710.492,72.982,5.303,62.890,3.511
2710.829,72.985,5.310,62.891,3.516
2711.165,72.988,5.306,62.892,3.517
2711.501,72.989,5.295,62.893,3.516
2711.838,72.989,5.282,62.894,3.514
2712.174,72.988,5.274,62.894,3.513
2712.511,72.986,5.278,62.894,3.513
2712.847,72.984,5.290,62.894,3.513
2713.184,72.984,5.307,62.894,3.512
2713.520,72.985,5.319,62.894,3.507
2713.856,72.987,5.325,62.893,3.502
2714.193,72.988,5.323,62.891,3.502
2714.529,72.988,5.319,62.888,3.509
2714.866,72.987,5.317,62.887,3.525
2715.202,72.986,5.317,62.887,3.546
2715.539,72.985,5.320,62.889,3.562
2715.875,72.985,5.322,62.892,3.567
2716.212,72.984,5.324,62.894,3.559
2716.548,72.983,5.326,62.895,3.544
2716.885,72.983,5.328,62.894,3.530
2717.221,72.982,5.330,62.892,3.522
2717.558,72.982,5.331,62.890,3.525
2717.894,72.981,5.330,62.889,3.534
2718.230,72.980,5.328,62.889,3.544
2718.567,72.979,5.329,62.890,3.552
2718.903,72.978,5.335,62.891,3.554
2719.240,72.978,5.345,62.891,3.554
2719.576,72.979,5.355,62.891,3.554
2719.913,72.981,5.359,62.891,3.557
2720.249,72.983,5.354,62.891,3.563
2720.585,72.985,5.342,62.891,3.572
2720.922,72.985,5.328,62.892,3.582
2721.259,72.983,5.321,62.893,3.590
2721.595,72.982,5.323,62.895,3.593
2721.932,72.982,5.332,62.896,3.591
2722.268,72.983,5.341,62.897,3.585
2722.604,72.984,5.343,62.897,3.576
2722.941,72.986,5.338,62.897,3.570
2723.277,72.986,5.329,62.895,3.569
2723.614,72.985,5.324,62.894,3.574
2723.950,72.984,5.328,62.894,3.581
2724.287,72.983,5.341,62.895,3.585
2724.623,72.984,5.356,62.896,3.584
2724.959,72.986,5.365,62.896,3.577
2725.296,72.988,5.364,62.895,3.570
2725.632,72.990,5.353,62.893,3.568
2725.969,72.989,5.339,62.892,3.574
2726.305,72.988,5.332,62.891,3.587
2726.642,72.985,5.336,62.892,3.599
2726.979,72.984,5.348,62.894,3.606
2727.315,72.984,5.363,62.896,3.603
2727.651,72.986,5.373,62.897,3.593
2727.988,72.987,5.374,62.897,3.581
2728.324,72.988,5.368,62.896,3.573
2728.661,72.989,5.361,62.894,3.574
2728.997,72.988,5.356,62.893,3.584
2729.333,72.987,5.355,62.893,3.598
2729.670,72.987,5.356,62.894,3.610
2730.006,72.986,5.356,62.896,3.616
2730.343,72.985,5.354,62.898,3.612
2730.679,72.984,5.355,62.899,3.601
2731.016,72.982,5.363,62.898,3.589
2731.352,72.981,5.378,62.896,3.583
2731.688,72.981,5.399,62.894,3.587
2732.025,72.982,5.417,62.893,3.601
2732.362,72.985,5.425,62.893,3.619
2732.698,72.988,5.421,62.894,3.633
2733.035,72.989,5.408,62.897,3.635
2733.371,72.989,5.394,62.899,3.625
2733.708,72.987,5.388,62.899,3.607
2734.044,72.985,5.393,62.898,3.591
2734.380,72.984,5.405,62.895,3.584
2734.717,72.984,5.418,62.892,3.590
2735.053,72.986,5.425,62.890,3.605
2735.390,72.987,5.423,62.890,3.619
2735.726,72.988,5.416,62.892,3.627
2736.062,72.987,5.408,62.893,3.625
2736.399,72.986,5.404,62.893,3.617
2736.735,72.985,5.404,62.892,3.611
2737.072,72.984,5.407,62.891,3.612
2737.409,72.983,5.411,62.890,3.621
2737.745,72.983,5.412,62.890,3.632
2738.082,72.983,5.413,62.891,3.640
2738.418,72.982,5.414,62.893,3.640
2738.754,72.981,5.417,62.894,3.633
2739.091,72.981,5.422,62.894,3.624
2739.427,72.981,5.429,62.892,3.619
2739.764,72.981,5.436,62.890,3.624
2740.100,72.982,5.441,62.889,3.637
2740.437,72.983,5.443,62.889,3.651
2740.773,72.985,5.441,62.891,3.662
2741.109,72.985,5.435,62.892,3.665
2741.446,72.986,5.429,62.893,3.663
2741.782,72.985,5.424,62.893,3.660
2742.119,72.985,5.423,62.893,3.659
2742.455,72.984,5.427,62.892,3.661
2742.792,72.984,5.432,62.892,3.666
2743.128,72.984,5.438,62.893,3.669
2743.465,72.985,5.442,62.893,3.670
2743.801,72.986,5.443,62.894,3.668
2744.138,72.987,5.443,62.894,3.667
2744.474,72.987,5.442,62.894,3.668
2744.811,72.987,5.440,62.894,3.672
2745.147,72.988,5.437,62.895,3.674
2745.483,72.987,5.432,62.896,3.672
2745.820,72.986,5.429,62.898,3.663
2746.156,72.985,5.429,62.898,3.652
2746.493,72.984,5.435,62.897,3.643
2746.829,72.983,5.445,62.895,3.641
2747.166,72.983,5.455,62.894,3.646
2747.502,72.984,5.460,62.894,3.654
2747.838,72.985,5.460,62.895,3.661
2748.175,72.986,5.453,62.896,3.662
2748.512,72.986,5.445,62.896,3.658
2748.848,72.985,5.440,62.895,3.653
2749.185,72.984,5.440,62.894,3.652
2749.521,72.984,5.442,62.892,3.660
2749.857,72.984,5.443,62.890,3.676
2750.194,72.984,5.441,62.890,3.694
2750.530,72.984,5.436,62.892,3.709
2750.867,72.983,5.433,62.893,3.715
2751.203,72.981,5.435,62.895,3.712
2751.540,72.980,5.444,62.895,3.705
2751.876,72.980,5.456,62.894,3.698
2752.212,72.981,5.469,62.891,3.697
2752.549,72.983,5.477,62.889,3.703
2752.885,72.985,5.479,62.888,3.717
2753.222,72.986,5.476,62.887,3.733
2753.559,72.987,5.473,62.888,3.746
2753.895,72.987,5.471,62.890,3.752
2754.231,72.987,5.473,62.892,3.751
2754.568,72.988,5.478,62.892,3.745
2754.904,72.989,5.482,62.893,3.738
2755.241,72.990,5.482,62.892,3.734
2755.577,72.991,5.477,62.892,3.735
2755.914,72.991,5.467,62.892,3.739
2756.250,72.990,5.458,62.893,3.742
2756.586,72.988,5.454,62.895,3.741
2756.923,72.985,5.459,62.896,3.735
2757.259,72.983,5.473,62.897,3.724
2757.596,72.983,5.489,62.897,3.712
2757.932,72.984,5.502,62.897,3.703
2758.269,72.986,5.506,62.895,3.697
2758.605,72.987,5.501,62.894,3.698
2758.942,72.987,5.490,62.893,3.703
2759.278,72.986,5.481,62.892,3.712
2759.615,72.984,5.477,62.891,3.723
2759.951,72.982,5.482,62.892,3.733
2760.288,72.981,5.491,62.892,3.742
2760.624,72.981,5.502,62.893,3.749
2760.960,72.981,5.511,62.893,3.755
2761.297,72.982,5.516,62.894,3.759
2761.633,72.982,5.518,62.894,3.761
2761.970,72.983,5.520,62.894,3.761
2762.306,72.983,5.521,62.894,3.760
2762.643,72.983,5.525,62.894,3.758
2762.979,72.983,5.529,62.893,3.757
2763.315,72.984,5.535,62.892,3.758
2763.652,72.984,5.540,62.890,3.764
2763.988,72.986,5.543,62.890,3.771
2764.325,72.987,5.541,62.890,3.779
2764.662,72.987,5.536,62.890,3.784
2764.998,72.987,5.529,62.890,3.787
2765.334,72.986,5.523,62.891,3.786
2765.671,72.985,5.521,62.891,3.785
2766.007,72.983,5.525,62.891,3.782
2766.344,72.982,5.532,62.891,3.779
2766.680,72.981,5.540,62.891,3.775
2767.017,72.981,5.548,62.890,3.771
2767.353,72.981,5.555,62.889,3.768
2767.689,72.981,5.563,62.888,3.770
2768.026,72.981,5.570,62.887,3.777
2768.362,72.982,5.577,62.886,3.788
2768.699,72.983,5.580,62.887,3.797
2769.035,72.985,5.577,62.889,3.802
2769.372,72.986,5.570,62.890,3.800
2769.708,72.986,5.561,62.890,3.796
2770.045,72.986,5.554,62.890,3.793
2770.381,72.985,5.550,62.890,3.795
2770.718,72.984,5.551,62.890,3.800
2771.054,72.984,5.555,62.891,3.804
2771.391,72.984,5.558,62.892,3.804
2771.727,72.985,5.561,62.893,3.799
2772.063,72.986,5.561,62.892,3.793
2772.400,72.987,5.560,62.891,3.793
2772.736,72.987,5.556,62.890,3.803
2773.073,72.988,5.550,62.889,3.819
2773.409,72.988,5.542,62.891,3.835
2773.746,72.987,5.535,62.894,3.844
2774.082,72.985,5.534,62.896,3.841
2774.418,72.983,5.541,62.898,3.828
2774.755,72.982,5.555,62.898,3.812
2775.092,72.982,5.571,62.897,3.802
2775.428,72.983,5.583,62.895,3.801
2775.765,72.985,5.585,62.893,3.810
2776.101,72.987,5.580,62.892,3.826
2776.438,72.987,5.571,62.892,3.842
2776.774,72.985,5.565,62.893,3.852
2777.110,72.984,5.568,62.895,3.856
2777.447,72.983,5.579,62.896,3.854
2777.783,72.983,5.592,62.896,3.850
2778.120,72.985,5.601,62.895,3.848
2778.456,72.986,5.601,62.894,3.850
2778.792,72.988,5.594,62.893,3.857
2779.129,72.988,5.584,62.893,3.865
2779.465,72.987,5.579,62.894,3.871
2779.802,72.985,5.580,62.894,3.872
2780.138,72.984,5.588,62.895,3.867
2780.475,72.985,5.599,62.895,3.861
2780.812,72.986,5.606,62.894,3.856
2781.148,72.988,5.606,62.893,3.854
2781.484,72.989,5.599,62.893,3.854
2781.821,72.989,5.590,62.892,3.854
2782.157,72.988,5.582,62.892,3.852
2782.494,72.987,5.579,62.892,3.847
2782.830,72.986,5.581,62.891,3.842
2783.167,72.985,5.584,62.890,3.842
2783.503,72.984,5.587,62.889,3.846
2783.839,72.984,5.590,62.889,3.853
2784.176,72.983,5.595,62.889,3.858
2784.512,72.983,5.604,62.890,3.859
2784.849,72.983,5.614,62.890,3.855
2785.185,72.985,5.621,62.890,3.853
2785.521,72.987,5.619,62.889,3.856
2785.858,72.989,5.608,62.888,3.867
2786.195,72.989,5.590,62.888,3.882
2786.531,72.987,5.574,62.890,3.893
2786.868,72.985,5.567,62.893,3.896
2787.204,72.982,5.571,62.894,3.888
2787.541,72.980,5.585,62.894,3.876
2787.877,72.980,5.599,62.893,3.868
2788.213,72.980,5.610,62.890,3.872
2788.550,72.981,5.616,62.888,3.889
2788.886,72.981,5.622,62.888,3.912
2789.223,72.981,5.632,62.890,3.930
2789.559,72.982,5.647,62.893,3.935
2789.896,72.984,5.660,62.896,3.927
2790.232,72.987,5.664,62.896,3.910
2790.568,72.990,5.656,62.895,3.897
2790.905,72.991,5.639,62.892,3.893
2791.242,72.991,5.623,62.889,3.902
2791.578,72.988,5.617,62.888,3.918
2791.915,72.986,5.624,62.889,3.933
2792.251,72.985,5.637,62.890,3.940
2792.587,72.985,5.649,62.892,3.938
2792.924,72.986,5.652,62.892,3.930
2793.260,72.987,5.648,62.892,3.924
2793.597,72.986,5.643,62.891,3.923
2793.933,72.984,5.644,62.890,3.928
2794.270,72.982,5.653,62.889,3.937
2794.606,72.981,5.668,62.890,3.945
2794.942,72.982,5.679,62.891,3.951
2795.279,72.983,5.683,62.893,3.952
2795.615,72.984,5.680,62.894,3.952
2795.952,72.984,5.674,62.895,3.952
2796.288,72.983,5.673,62.896,3.951
2796.625,72.982,5.677,62.897,3.947
2796.961,72.982,5.685,62.899,3.939
2797.298,72.983,5.690,62.899,3.927
2797.634,72.984,5.690,62.898,3.916
2797.971,72.985,5.685,62.896,3.911
2798.307,72.985,5.679,62.894,3.915
2798.644,72.985,5.674,62.892,3.927
2798.980,72.985,5.672,62.892,3.941
2799.316,72.984,5.673,62.892,3.952
2799.653,72.984,5.674,62.893,3.954
2799.989,72.983,5.677,62.894,3.951
2800.326,72.983,5.682,62.893,3.946
2800.662,72.983,5.690,62.891,3.948
2800.999,72.984,5.699,62.889,3.957
2801.335,72.985,5.704,62.889,3.971
2801.671,72.987,5.704,62.890,3.981
2802.008,72.988,5.697,62.891,3.983
2802.345,72.988,5.685,62.892,3.973
2802.681,72.987,5.674,62.892,3.959
2803.018,72.986,5.669,62.890,3.947
2803.354,72.984,5.670,62.887,3.946
2803.690,72.982,5.675,62.885,3.953
2804.027,72.982,5.682,62.883,3.966
2804.363,72.981,5.688,62.883,3.978
2804.700,72.981,5.693,62.884,3.986
2805.036,72.981,5.698,62.885,3.992
2805.373,72.981,5.703,62.885,3.998
2805.709,72.982,5.708,62.887,4.007
2806.045,72.983,5.710,62.889,4.013
2806.382,72.984,5.709,62.892,4.012
2806.718,72.985,5.705,62.895,3.999
2807.055,72.985,5.699,62.897,3.977
2807.392,72.985,5.694,62.896,3.954
2807.728,72.985,5.691,62.893,3.941
2808.064,72.985,5.689,62.890,3.944
2808.401,72.985,5.687,62.888,3.962
2808.737,72.985,5.684,62.888,3.984
2809.074,72.985,5.680,62.890,4.003
2809.410,72.985,5.675,62.893,4.010
2809.747,72.984,5.672,62.895,4.006
2810.083,72.983,5.673,62.896,3.996
2810.419,72.981,5.677,62.895,3.988
2810.756,72.980,5.686,62.894,3.987
2811.092,72.980,5.697,62.893,3.991
2811.429,72.980,5.711,62.893,4.000
2811.765,72.980,5.723,62.893,4.009
2812.102,72.982,5.732,62.893,4.015
2812.438,72.983,5.739,62.894,4.017
2812.775,72.984,5.743,62.895,4.015
2813.111,72.985,5.746,62.895,4.011
2813.448,72.986,5.748,62.894,4.005
2813.784,72.987,5.750,62.893,4.002
2814.121,72.988,5.750,62.892,4.003
2814.457,72.989,5.747,62.891,4.011
2814.793,72.990,5.742,62.891,4.021
2815.130,72.990,5.736,62.892,4.030
2815.466,72.990,5.731,62.894,4.033
2815.803,72.989,5.730,62.895,4.026
2816.139,72.988,5.731,62.896,4.012
2816.476,72.987,5.734,62.895,3.997
2816.812,72.987,5.737,62.893,3.991
2817.148,72.987,5.739,62.890,3.996
2817.485,72.986,5.740,62.888,4.012
2817.821,72.985,5.743,62.888,4.031
2818.158,72.985,5.749,62.889,4.047
2818.495,72.984,5.757,62.891,4.054
2818.831,72.984,5.766,62.893,4.053
2819.167,72.985,5.773,62.893,4.048
2819.504,72.986,5.775,62.893,4.044
2819.840,72.987,5.771,62.893,4.044
2820.177,72.988,5.762,62.892,4.047
2820.513,72.988,5.751,62.891,4.049
2820.850,72.986,5.741,62.891,4.050
2821.186,72.984,5.737,62.889,4.052
2821.522,72.981,5.739,62.888,4.060
2821.859,72.979,5.750,62.887,4.074
2822.195,72.978,5.765,62.887,4.092
2822.532,72.979,5.781,62.889,4.105
2822.868,72.980,5.793,62.892,4.109
2823.205,72.982,5.797,62.894,4.099
2823.542,72.984,5.794,62.895,4.082
2823.878,72.985,5.787,62.893,4.065
2824.214,72.985,5.780,62.891,4.058
2824.551,72.985,5.779,62.889,4.063
2824.887,72.984,5.782,62.888,4.076
2825.224,72.985,5.788,62.888,4.089
2825.560,72.986,5.790,62.890,4.098
2825.896,72.988,5.786,62.891,4.099
2826.233,72.989,5.776,62.893,4.094
2826.569,72.988,5.764,62.894,4.088
2826.906,72.986,5.757,62.894,4.082
2827.242,72.984,5.759,62.894,4.076
2827.579,72.983,5.770,62.894,4.071
2827.915,72.982,5.785,62.893,4.067
2828.251,72.983,5.797,62.892,4.068
2828.588,72.984,5.804,62.891,4.075
2828.925,72.985,5.803,62.890,4.086
2829.261,72.986,5.798,62.891,4.098
2829.598,72.985,5.794,62.892,4.106
2829.934,72.984,5.795,62.893,4.108
2830.271,72.983,5.800,62.894,4.105
2830.607,72.983,5.807,62.894,4.102
2830.943,72.984,5.812,62.894,4.103
2831.280,72.984,5.814,62.893,4.107
2831.616,72.985,5.813,62.893,4.111
2831.953,72.985,5.811,62.894,4.111
2832.289,72.984,5.812,62.894,4.107
2832.625,72.984,5.815,62.894,4.102
2832.962,72.984,5.821,62.892,4.100
2833.298,72.985,5.824,62.891,4.105
2833.635,72.986,5.823,62.890,4.117
2833.971,72.987,5.817,62.890,4.129
2834.308,72.987,5.809,62.892,4.136
2834.645,72.987,5.804,62.894,4.134
2834.981,72.986,5.805,62.895,4.125
2835.317,72.985,5.811,62.895,4.114
2835.654,72.985,5.819,62.893,4.107
2835.990,72.986,5.823,62.891,4.108
2836.327,72.987,5.821,62.890,4.117
2836.663,72.988,5.813,62.889,4.128
2837.000,72.987,5.804,62.890,4.139
2837.336,72.985,5.801,62.891,4.146
2837.672,72.983,5.806,62.892,4.149
2838.009,72.981,5.818,62.892,4.150
2838.345,72.981,5.833,62.893,4.149
2838.682,72.981,5.846,62.893,4.148
2839.018,72.982,5.854,62.893,4.147
2839.354,72.983,5.858,62.893,4.145
2839.691,72.984,5.859,62.892,4.144
2840.028,72.984,5.858,62.892,4.145
2840.364,72.984,5.857,62.891,4.148
2840.701,72.984,5.854,62.891,4.152
2841.037,72.984,5.851,62.891,4.156
2841.374,72.983,5.851,62.892,4.155
2841.710,72.982,5.855,62.893,4.150
2842.046,72.982,5.863,62.893,4.140
2842.383,72.982,5.870,62.892,4.131
2842.719,72.984,5.873,62.890,4.128
2843.056,72.985,5.869,62.888,4.135
2843.392,72.986,5.860,62.886,4.149
2843.729,72.986,5.851,62.887,4.166
2844.065,72.984,5.848,62.889,4.178
2844.401,72.983,5.851,62.892,4.179
2844.738,72.983,5.859,62.894,4.170
2845.075,72.984,5.866,62.894,4.156
2845.411,72.985,5.868,62.893,4.147
2845.748,72.986,5.864,62.891,4.148
2846.084,72.986,5.858,62.889,4.161
2846.420,72.985,5.855,62.889,4.180
2846.757,72.983,5.859,62.891,4.195
2847.093,72.982,5.870,62.894,4.198
2847.430,72.981,5.887,62.896,4.191
2847.766,72.982,5.905,62.896,4.178
2848.103,72.983,5.922,62.894,4.168
2848.439,72.985,5.934,62.892,4.170
2848.775,72.987,5.939,62.890,4.183
2849.112,72.990,5.938,62.889,4.201
2849.448,72.991,5.930,62.890,4.217
2849.785,72.992,5.919,62.891,4.224
2850.121,72.991,5.910,62.893,4.221
2850.458,72.989,5.907,62.893,4.214
2850.794,72.988,5.909,62.892,4.207
2851.131,72.987,5.915,62.890,4.206
2851.467,72.987,5.922,62.888,4.212
2851.804,72.987,5.925,62.886,4.223
2852.140,72.987,5.925,62.885,4.238
2852.477,72.987,5.923,62.886,4.254
2852.813,72.986,5.922,62.887,4.269
2853.149,72.986,5.921,62.889,4.278
2853.486,72.986,5.919,62.892,4.278
2853.822,72.986,5.916,62.895,4.267
2854.159,72.985,5.910,62.897,4.245
2854.495,72.985,5.905,62.896,4.220
2854.832,72.983,5.903,62.894,4.202
2855.168,72.982,5.905,62.890,4.197
2855.504,72.981,5.911,62.887,4.208
2855.841,72.981,5.917,62.886,4.228
2856.178,72.981,5.923,62.888,4.246
2856.514,72.982,5.926,62.890,4.253
2856.851,72.983,5.928,62.893,4.247
2857.187,72.983,5.929,62.894,4.233
2857.523,72.984,5.930,62.893,4.220
2857.860,72.984,5.931,62.892,4.216
2858.196,72.985,5.931,62.890,4.221
2858.533,72.985,5.932,62.890,4.233
2858.869,72.986,5.932,62.890,4.243
2859.206,72.986,5.934,62.892,4.248
2859.542,72.987,5.935,62.893,4.246
2859.878,72.988,5.932,62.894,4.241
2860.215,72.989,5.926,62.893,4.238
2860.551,72.988,5.919,62.893,4.239
2860.888,72.987,5.914,62.893,4.243
2861.225,72.985,5.916,62.893,4.246
2861.561,72.984,5.926,62.894,4.245
2861.897,72.984,5.942,62.894,4.240
2862.234,72.985,5.956,62.893,4.235
2862.570,72.987,5.962,62.892,4.234
2862.907,72.988,5.958,62.890,4.239
2863.243,72.989,5.949,62.889,4.251
2863.580,72.988,5.940,62.889,4.263
2863.916,72.987,5.937,62.890,4.271
2864.252,72.985,5.942,62.892,4.270
2864.589,72.985,5.952,62.893,4.261
2864.925,72.985,5.962,62.892,4.251
2865.262,72.986,5.967,62.890,4.246
2865.598,72.987,5.966,62.888,4.250
2865.935,72.987,5.963,62.887,4.261
